iter	Logloss
115	0.4152250238
116	0.4149015027
117	0.4144094657
118	0.4140264741
119	0.4136777915
120	0.4131214136
121	0.4126937811
122	0.4121328448
123	0.4116497301
124	0.4112721249
125	0.4107106292
126	0.4103082028
127	0.4099372198
128	0.4091686496
129	0.4089321603
130	0.4086349622
131	0.4081939157
132	0.4077827989
133	0.4072902051
134	0.4067364115
135	0.4062478999
136	0.4056388322
137	0.4053536193
138	0.4051051222
139	0.4045733046
140	0.4041509219
141	0.4038401179
142	0.4035591368
143	0.4032540871
144	0.4029905959
145	0.4026731008
146	0.4023981969
147	0.4019926304
148	0.4015030669
149	0.4011291912
150	0.4008168867
151	0.4006054396
152	0.4003311542
153	0.4001263352
154	0.39967688
155	0.3993924318
156	0.3991400643
157	0.3987195266
158	0.3983521334
159	0.3981541537
160	0.3975047283
161	0.397217183
162	0.3968742392
163	0.3966161877
164	0.3963301328
165	0.3958463466
166	0.3956392659
167	0.3953584107
168	0.3949716517
169	0.3944672249
170	0.3942276752
171	0.3939307701
172	0.3934132787
173	0.3932164431
174	0.3928572657
175	0.3927024471
176	0.3922960434
177	0.3921314133
178	0.3916861705
179	0.3914895787
180	0.3911514714
181	0.3908857994
182	0.3906198056
183	0.3903528156
184	0.3901985884
185	0.3899890722
186	0.3897477456
187	0.3895685158
188	0.3893510041
189	0.3891667435
190	0.3889357952
191	0.3887310772
192	0.3885340405
193	0.3882643401
194	0.3880978731
195	0.3877552115
196	0.3876171481
197	0.3874232414
198	0.3872269813
199	0.3869746327
200	0.3866683651
201	0.3863205482
202	0.3859894182
203	0.3858276164
204	0.3854502977
205	0.3851743995
206	0.3850348296
207	0.3848884328
208	0.3847024119
209	0.3844282628
210	0.3842155688
211	0.3839669187
212	0.3837724136
213	0.3836276289
214	0.3832459727
215	0.3829875335
216	0.3827729654
217	0.382595283
218	0.3824357779
219	0.3822132783
220	0.3819355069
221	0.3817727342
222	0.3815726063
223	0.3813254765
224	0.3812477656
225	0.3810334304
226	0.3808087599
227	0.3805499575
228	0.3803446188
229	0.3801929742
230	0.3798429956
231	0.3796624019
232	0.3795084099
233	0.3791911607
234	0.3790576456
235	0.3789376003
236	0.3787695036
237	0.3786773749
238	0.3784420767
239	0.3782188533
240	0.377789692
241	0.3774310695
242	0.3772910743
243	0.3771473316
244	0.37701359
245	0.3767624522
246	0.37661046
247	0.3764553477
248	0.3762977524
249	0.3759757797
250	0.375761926
251	0.3755797883
252	0.3754437331
253	0.3752057811
254	0.3750632152
255	0.3747620173
256	0.374551652
257	0.3743214619
258	0.3740896486
259	0.3739062029
260	0.3734804152
261	0.3732566674
262	0.3730950484
263	0.3728711142
264	0.3727986838
265	0.3726782564
266	0.3724979876
267	0.3723637163
268	0.3721634977
269	0.3719743935
270	0.3718938235
271	0.3717149588
272	0.371610087
273	0.3714668636
274	0.3713473788
275	0.3711833366
276	0.3710686888
277	0.3707554063
278	0.3706032078
279	0.3705163017
280	0.3703004404
281	0.3701969551
282	0.3700274826
283	0.3696689068
284	0.3693702414
285	0.3690232284
286	0.3689150001
287	0.3688082137
288	0.3686381644
289	0.3684681458
290	0.3682853393
291	0.3681844214
292	0.3679949496
293	0.3678725452
294	0.3677548782
295	0.3675924623
296	0.367420856
297	0.3673099723
298	0.3671741016
299	0.3670240224
300	0.3667083068
301	0.3665666671
302	0.3663612687
303	0.3662629396
304	0.3661803402
305	0.366035838
306	0.3659586507
307	0.3658585292
308	0.3657220232
309	0.3655306817
310	0.3654584022
311	0.3653182034
312	0.3651022833
313	0.3649693257
314	0.3648346759
315	0.3647372292
316	0.3646157381
317	0.3644312057
318	0.3642718695
319	0.3641015907
320	0.3640065389
321	0.3638258121
322	0.363682637
323	0.3636180328
324	0.36349636
325	0.363428734
326	0.363298426
327	0.3631208144
328	0.3630450021
329	0.3629364873
330	0.3627454872
331	0.3625948025
332	0.3625340214
333	0.3624023628
334	0.3622914379
335	0.3620687163
336	0.3618645902
337	0.3617854659
338	0.3616171197
339	0.3615386519
340	0.3613399869
341	0.3611760933
342	0.3610944061
343	0.3608649776
344	0.3607073194
345	0.3605905304
346	0.3605223413
347	0.3603941207
348	0.3600188559
349	0.359922638
350	0.3597952047
351	0.3595806253
352	0.359320926
353	0.3591863984
354	0.3591128324
355	0.3589742161
356	0.3588119612
357	0.35869862
358	0.3585902755
359	0.3584393991
360	0.3583115336
361	0.3582287037
362	0.3580943265
363	0.3579886566
364	0.3578299885
365	0.35772602
366	0.3576319292
367	0.3574897228
368	0.3573770706
369	0.3571093748
370	0.3569437876
371	0.3567414698
372	0.3565793184
373	0.3564973957
374	0.3563620891
375	0.3562345285
376	0.3561034933
377	0.3559607672
378	0.3558299041
379	0.3556678735
380	0.3555460957
381	0.3554001894
382	0.3553051646
383	0.3551777359
384	0.3550688417
385	0.3549435143
386	0.3547693893
387	0.3546309381
388	0.3544332885
389	0.3543087046
390	0.3541642661
391	0.3540125763
392	0.3538509266
393	0.3537421426
394	0.3536432761
395	0.3535653987
396	0.3534359636
397	0.3533715644
398	0.3532177423
399	0.3530904133
400	0.3530011487
401	0.3529035435
402	0.3527018493
403	0.3525233759
404	0.352412765
405	0.3522942104
406	0.3521791152
407	0.3519853889
408	0.3518555232
409	0.3516980812
410	0.351573643
411	0.3514353045
412	0.3513220798
413	0.3511728699
414	0.3510383823
415	0.3509254823
416	0.3507958225
417	0.3507020986
418	0.3505034865
419	0.3503447452
420	0.3502423217
421	0.3501206779
422	0.350016615
423	0.3498677887
424	0.3497263285
425	0.3495486878
426	0.3494071082
427	0.3493199049
428	0.3491948235
429	0.3490665828
430	0.3488326999
431	0.3486838125
432	0.3484674365
433	0.3482578661
434	0.3481579937
435	0.348052228
436	0.3479600307
437	0.3478381227
438	0.3476992449
439	0.3476391213
440	0.3474237377
441	0.3472670565
442	0.3471194898
443	0.3469296902
444	0.3468025513
445	0.3466510156
446	0.3465196949
447	0.3463166168
448	0.3461341221
449	0.3460149476
450	0.3458720608
451	0.3457715039
452	0.3456101147
453	0.345516846
454	0.3453975033
455	0.3452395257
456	0.345128883
457	0.3449373002
458	0.3448136771
459	0.3447492803
460	0.344655815
461	0.3445403303
462	0.344439796
463	0.3442613591
464	0.3441673827
465	0.3439585086
466	0.3438216109
467	0.3437127045
468	0.3436000237
469	0.3435195128
470	0.3434279061
471	0.3433007435
472	0.3432148475
473	0.3431257822
474	0.3429037156
475	0.3427391229
476	0.3425369142
477	0.342416015
478	0.3421962348
479	0.3420457927
480	0.3419334345
481	0.3418136581
482	0.3417149401
483	0.3416134931
484	0.3414736411
485	0.3413606462
486	0.341208398
487	0.341042078
488	0.3409426211
489	0.3408528018
490	0.340681364
491	0.3405953142
492	0.3404277501
493	0.340284984
494	0.3401906734
495	0.3398890941
496	0.3397309803
497	0.3395906413
498	0.3393995134
499	0.3392412728
500	0.3390310681
501	0.3388748564
502	0.3387912274
503	0.3386532243
504	0.3385234037
505	0.3383865433
506	0.3381809917
507	0.338086238
508	0.3378837375
509	0.3376902281
510	0.3375733468
511	0.3373780451
512	0.3373155659
513	0.3371462998
514	0.3370208492
515	0.3368988605
516	0.3367774373
517	0.3366532638
518	0.3364611763
519	0.3362549666
520	0.3361112314
521	0.3360137052
522	0.3359380533
523	0.3357877103
524	0.3357100481
525	0.3355400663
526	0.3354054135
527	0.3352661538
528	0.3350852423
529	0.3349717303
530	0.3348340491
531	0.3346448711
532	0.3345284071
533	0.3344385342
534	0.3342801213
535	0.3341884771
536	0.3340356634
537	0.3339292355
538	0.3338019769
539	0.3336803432
540	0.3335486668
541	0.3334417774
542	0.3333024628
543	0.3332377332
544	0.3331364922
545	0.3330224383
546	0.3328806955
547	0.3327865619
548	0.332659894
549	0.3325582765
550	0.3324609776
551	0.33232731
552	0.3321386093
553	0.331942684
554	0.3317766657
555	0.3315869704
556	0.3314513527
557	0.3313614303
558	0.3312052853
559	0.3310812327
560	0.330984146
561	0.3308270895
562	0.330755767
563	0.3305554134
564	0.3304699383
565	0.3303068672
566	0.3302338617
567	0.3301279359
568	0.3300502674
569	0.3299242237
570	0.3297976318
571	0.3296939966
572	0.3296557073
573	0.32951071
574	0.3293783747
575	0.329233055
576	0.3291184434
577	0.3289881201
578	0.3288372324
579	0.3287448131
580	0.3286443995
581	0.3284812339
582	0.3283449476
583	0.3282656012
584	0.3281568798
585	0.328041903
586	0.3279453703
587	0.3278140899
588	0.3276341891
589	0.3274754985
590	0.3273584493
591	0.3272719423
592	0.3271644723
593	0.3270198397
594	0.3269269553
595	0.3267733104
596	0.3266734764
597	0.3265135483
598	0.3263899004
599	0.3262843683
600	0.326158891
601	0.3260205533
602	0.3258866937
603	0.3258102716
604	0.3256929043
605	0.3255712953
606	0.3254776061
607	0.3254130724
608	0.3252329414
609	0.3251803414
610	0.3250461703
611	0.3249104868
612	0.3247717291
613	0.3246748898
614	0.3245289931
615	0.3243579951
616	0.3242737246
617	0.3241921292
618	0.3240942321
619	0.324009909
620	0.323872105
621	0.3237612624
622	0.3236462668
623	0.3235358435
624	0.3234076102
625	0.3232760857
626	0.3231464764
627	0.3230153644
628	0.3229190949
629	0.3228111125
630	0.3226899124
631	0.3225450466
632	0.3224967393
633	0.322402896
634	0.322308319
635	0.322234871
636	0.3220859769
637	0.321990211
638	0.3218031202
639	0.3216820912
640	0.3215378776
641	0.3213956106
642	0.3212625778
643	0.3211666345
644	0.32098463
645	0.3208537525
646	0.3207678269
647	0.3206074984
648	0.3205377499
649	0.3204609045
650	0.3203517422
651	0.3202571045
652	0.3200809769
653	0.3199558343
654	0.3198758038
655	0.3197234196
656	0.3196346486
657	0.3194806422
658	0.3193373864
659	0.3192649902
660	0.3191847892
661	0.3190835911
662	0.3189593808
663	0.3188405406
664	0.3187744946
665	0.3186605417
666	0.31843519
667	0.3183413525
668	0.3182114253
669	0.3180509723
670	0.3179596222
671	0.3178331235
672	0.3177585458
673	0.3176756069
674	0.3175726984
675	0.3174792555
676	0.3174482296
677	0.3173207663
678	0.317264802
679	0.3172129331
680	0.3171428995
681	0.3170191682
682	0.3168441537
683	0.316722537
684	0.3166126847
685	0.316505448
686	0.3164045839
687	0.3162928564
688	0.3161347156
689	0.3160563204
690	0.3159510852
691	0.3157852738
692	0.3156811737
693	0.3155355395
694	0.3154525726
695	0.3153309793
696	0.315204195
697	0.315126275
698	0.3149727144
699	0.314899416
700	0.3147816908
701	0.3146119086
702	0.3144966732
703	0.3144357277
704	0.3142484286
705	0.3141959987
706	0.314102375
707	0.3139731493
708	0.313894594
709	0.3138246149
710	0.3137795053
711	0.3136999774
712	0.3135818025
713	0.3134265377
714	0.3133022095
715	0.3132246767
716	0.313115726
717	0.3129679764
718	0.3128141399
719	0.3126508128
720	0.312544713
721	0.312458075
722	0.3123244924
723	0.3122162552
724	0.3121192355
725	0.3120141241
726	0.3117872732
727	0.3116569945
728	0.3115153713
729	0.3113514586
730	0.3112749991
731	0.3111409971
732	0.3109887745
733	0.31084853
734	0.3107058616
735	0.3105779447
736	0.3104917813
737	0.3104298432
738	0.3103713179
739	0.3102493354
740	0.3101119854
741	0.3100161145
742	0.3099027177
743	0.3097200873
744	0.3096115199
745	0.3095063837
746	0.3094127429
747	0.3092948733
748	0.3091371218
749	0.3089914135
750	0.308862406
751	0.3087160042
752	0.308648528
753	0.3085208759
754	0.3083593623
755	0.3082295416
756	0.3080844101
757	0.3078652237
758	0.3077151057
759	0.3076005688
760	0.3075111846
761	0.3073788316
762	0.3072368512
763	0.3071730003
764	0.3070645849
765	0.3069446463
766	0.3068383418
767	0.3067302047
768	0.3065940253
769	0.3064370438
770	0.306315005
771	0.3061774798
772	0.3060570105
773	0.3059248403
774	0.3058105057
775	0.3057138433
776	0.3056010165
777	0.3055129791
778	0.3054179972
779	0.3053392666
780	0.305284614
781	0.3052175313
782	0.3051699899
783	0.3050922982
784	0.3050067349
785	0.3048776572
786	0.3047438542
787	0.3046086987
788	0.3045349139
789	0.3044833159
790	0.3043740971
791	0.3042382748
792	0.304092389
793	0.3040184946
794	0.3039019835
795	0.3037871177
796	0.3037063855
797	0.3036013138
798	0.3035071132
799	0.3034730163
800	0.3034318196
801	0.3033137644
802	0.3032152087
803	0.3031307522
804	0.3030843127
805	0.3029916682
806	0.3028990396
807	0.3027724046
808	0.302676657
809	0.3025600288
810	0.3024596448
811	0.3023425311
812	0.3022113909
813	0.3021179085
814	0.3020281011
815	0.3019626679
816	0.3019032216
817	0.3018544872
818	0.301674369
819	0.3015875751
820	0.3015309132
821	0.3014793041
822	0.3014122682
823	0.30131314
824	0.3012168239
825	0.3011394592
826	0.3010730784
827	0.3009628999
828	0.3008348802
829	0.3007720997
830	0.3007270961
831	0.3006553613
832	0.3005469064
833	0.300445232
834	0.300372342
835	0.3002712886
836	0.3001652433
837	0.3001058861
838	0.2999684625
839	0.2998744808
840	0.2997546445
841	0.2996266584
842	0.2995165992
843	0.2994143109
844	0.2993005145
845	0.2991745867
846	0.2991128515
847	0.2990469622
848	0.2989259567
849	0.2988640649
850	0.2987295122
851	0.2986176903
852	0.2985149687
853	0.298461302
854	0.2983389816
855	0.2982573001
856	0.2981813439
857	0.2980938579
858	0.2979809678
859	0.2978551064
860	0.2976631861
861	0.2975984156
862	0.2975140564
863	0.2973968791
864	0.2973810799
865	0.2971808682
866	0.2970916117
867	0.2970147308
868	0.296871112
869	0.2968086255
870	0.2966999069
871	0.2966442945
872	0.296536806
873	0.2964763993
874	0.2963892482
875	0.2962678571
876	0.2962034571
877	0.2960544593
878	0.295995401
879	0.2958570228
880	0.2958256031
881	0.2957539405
882	0.2956909601
883	0.2955626318
884	0.2954626799
885	0.2953539583
886	0.2952448392
887	0.2951695483
888	0.2950791849
889	0.2950333878
890	0.294908041
891	0.2948389042
892	0.2947485436
893	0.2946664158
894	0.2945266668
895	0.2943212745
896	0.2942106725
897	0.2941277941
898	0.2940322017
899	0.2939551257
900	0.2938341786
901	0.2937552379
902	0.2937001783
903	0.293594914
904	0.2935255203
905	0.2934527394
906	0.2933342372
907	0.2932373161
908	0.2931566061
909	0.2931001366
910	0.2930043589
911	0.2928914904
912	0.2928447594
913	0.2927706721
914	0.2926764036
915	0.2926129728
916	0.2925436736
917	0.292408931
918	0.2923744204
919	0.292304689
920	0.2921993174
921	0.292085677
922	0.2919981662
923	0.2919453175
924	0.2918684623
925	0.2916983266
926	0.2916390758
927	0.2914994095
928	0.291382069
929	0.2912605517
930	0.2911654542
931	0.2910999031
932	0.2910303701
933	0.2908404181
934	0.2907529438
935	0.2906779515
936	0.2905842007
937	0.2904793391
938	0.2903674192
939	0.2902216601
940	0.2901356852
941	0.2899341878
942	0.2898511334
943	0.2898019099
944	0.2897363331
945	0.2896288501
946	0.2895107359
947	0.2894380102
948	0.2893735763
949	0.2893135713
950	0.2892238499
951	0.2890547639
952	0.2889900393
953	0.2889199347
954	0.2888663331
955	0.2887801466
956	0.2885739249
957	0.2885166117
958	0.2884451694
959	0.2883498347
960	0.2882731894
961	0.2882215359
962	0.288135878
963	0.2880354014
964	0.2879055165
965	0.2877815522
966	0.2877396222
967	0.2876597381
968	0.2875614422
969	0.2874613537
970	0.2873528411
971	0.2872842116
972	0.2872044108
973	0.2870097287
974	0.286942623
975	0.2868691325
976	0.286773642
977	0.286690564
978	0.286608768
979	0.286514159
980	0.2864601766
981	0.2863658595
982	0.2862946411
983	0.2862028664
984	0.2860114904
985	0.2859159616
986	0.2858403619
987	0.2857586478
988	0.2856983065
989	0.2856566153
990	0.2855996541
991	0.2855137418
992	0.2854235381
993	0.2853838897
994	0.2852779875
995	0.2852353686
996	0.2851023997
997	0.2850270567
998	0.2849685979
999	0.2848813846
