iter	Passed	Remaining
398	1431	2156
399	1434	2152
400	1438	2148
401	1442	2145
402	1445	2141
403	1449	2138
404	1453	2135
405	1456	2130
406	1460	2127
407	1464	2124
408	1467	2121
409	1471	2117
410	1475	2114
411	1478	2110
412	1481	2105
413	1485	2102
414	1488	2098
415	1491	2094
416	1495	2090
417	1498	2086
418	1501	2082
419	1504	2078
420	1508	2073
421	1511	2070
422	1514	2066
423	1518	2062
424	1521	2058
425	1524	2054
426	1527	2050
427	1530	2046
428	1534	2042
429	1537	2038
430	1540	2034
431	1544	2030
432	1547	2026
433	1550	2022
434	1554	2018
435	1557	2014
436	1560	2010
437	1563	2006
438	1567	2002
439	1570	1998
440	1573	1994
441	1577	1990
442	1580	1987
443	1583	1983
444	1587	1979
445	1590	1975
446	1593	1971
447	1597	1967
448	1600	1963
449	1603	1959
450	1606	1956
451	1610	1952
452	1613	1948
453	1616	1944
454	1619	1940
455	1623	1936
456	1626	1932
457	1629	1928
458	1633	1925
459	1636	1921
460	1639	1917
461	1643	1913
462	1647	1910
463	1650	1906
464	1653	1902
465	1657	1899
466	1660	1895
467	1664	1891
468	1667	1888
469	1671	1884
470	1674	1880
471	1677	1876
472	1680	1872
473	1684	1869
474	1687	1865
475	1691	1861
476	1695	1858
477	1698	1855
478	1702	1851
479	1705	1847
480	1710	1845
481	1713	1841
482	1716	1837
483	1720	1833
484	1723	1830
485	1727	1827
486	1731	1823
487	1734	1820
488	1738	1816
489	1741	1812
490	1745	1809
491	1748	1805
492	1751	1801
493	1754	1797
494	1758	1793
495	1761	1789
496	1764	1786
497	1768	1782
498	1771	1778
499	1774	1774
500	1777	1770
501	1781	1767
502	1784	1763
503	1787	1759
504	1791	1755
505	1794	1751
506	1797	1748
507	1800	1744
508	1804	1740
509	1807	1736
510	1810	1732
511	1814	1729
512	1817	1725
513	1820	1721
514	1824	1718
515	1827	1714
516	1831	1710
517	1834	1706
518	1837	1703
519	1840	1699
520	1844	1695
521	1847	1691
522	1850	1688
523	1854	1684
524	1857	1680
525	1860	1676
526	1864	1673
527	1867	1669
528	1870	1665
529	1873	1661
530	1877	1657
531	1880	1654
532	1883	1650
533	1886	1646
534	1890	1642
535	1893	1639
536	1896	1635
537	1900	1631
538	1903	1627
539	1906	1624
540	1910	1620
541	1913	1616
542	1916	1612
543	1919	1609
544	1923	1605
545	1926	1601
546	1929	1598
547	1933	1594
548	1936	1590
549	1939	1586
550	1943	1583
551	1946	1579
552	1949	1575
553	1953	1572
554	1956	1568
555	1959	1565
556	1963	1561
557	1966	1557
558	1969	1553
559	1973	1550
560	1976	1546
561	1979	1542
562	1983	1539
563	1986	1535
564	1989	1531
565	1992	1528
566	1996	1524
567	1999	1520
568	2002	1517
569	2006	1513
570	2009	1509
571	2012	1506
572	2015	1502
573	2019	1498
574	2022	1494
575	2025	1491
576	2029	1487
577	2032	1484
578	2035	1480
579	2039	1476
580	2042	1472
581	2045	1469
582	2049	1465
583	2052	1461
584	2055	1458
585	2058	1454
586	2062	1450
587	2065	1447
588	2068	1443
589	2071	1439
590	2074	1435
591	2078	1432
592	2081	1428
593	2084	1424
594	2088	1421
595	2091	1417
596	2095	1414
597	2098	1410
598	2101	1407
599	2105	1403
600	2108	1399
601	2112	1396
602	2115	1392
603	2118	1388
604	2121	1385
605	2125	1381
606	2128	1377
607	2131	1374
608	2134	1370
609	2138	1366
610	2141	1363
611	2145	1359
612	2148	1356
613	2151	1352
614	2154	1349
615	2158	1345
616	2161	1341
617	2165	1338
618	2168	1334
619	2172	1331
620	2175	1327
621	2179	1324
622	2182	1320
623	2185	1316
624	2188	1313
625	2192	1309
626	2195	1306
627	2198	1302
628	2202	1298
629	2205	1295
630	2208	1291
631	2211	1287
632	2215	1284
633	2218	1280
634	2221	1277
635	2224	1273
636	2228	1269
637	2231	1266
638	2234	1262
639	2237	1258
640	2241	1255
641	2244	1251
642	2247	1247
643	2250	1244
644	2253	1240
645	2257	1236
646	2260	1233
647	2263	1229
648	2266	1225
649	2270	1222
650	2273	1218
651	2276	1215
652	2279	1211
653	2282	1207
654	2286	1204
655	2289	1200
656	2292	1196
657	2296	1193
658	2299	1189
659	2302	1186
660	2305	1182
661	2309	1178
662	2312	1175
663	2315	1171
664	2318	1168
665	2322	1164
666	2325	1160
667	2328	1157
668	2332	1153
669	2335	1150
670	2338	1146
671	2341	1143
672	2345	1139
673	2348	1136
674	2352	1132
675	2355	1128
676	2358	1125
677	2361	1121
678	2364	1118
679	2368	1114
680	2371	1110
681	2374	1107
682	2378	1103
683	2381	1100
684	2384	1096
685	2388	1093
686	2391	1089
687	2394	1086
688	2398	1082
689	2401	1078
690	2404	1075
691	2408	1071
692	2411	1068
693	2414	1064
694	2417	1061
695	2421	1057
696	2424	1053
697	2427	1050
698	2431	1046
699	2434	1043
700	2437	1039
701	2441	1036
702	2444	1032
703	2447	1029
704	2450	1025
705	2454	1021
706	2457	1018
707	2460	1014
708	2464	1011
709	2467	1007
710	2470	1004
711	2474	1000
712	2477	997
713	2480	993
714	2483	990
715	2487	986
716	2490	982
717	2493	979
718	2496	975
719	2499	972
720	2503	968
721	2506	965
722	2509	961
723	2512	957
724	2516	954
725	2519	950
726	2522	947
727	2526	943
728	2529	940
729	2532	936
730	2535	933
731	2539	929
732	2542	926
733	2545	922
734	2549	919
735	2552	915
736	2555	911
737	2558	908
738	2562	904
739	2565	901
740	2568	897
741	2572	894
742	2575	890
743	2578	887
744	2582	883
745	2585	880
746	2588	876
747	2591	873
748	2595	869
749	2598	866
750	2601	862
751	2604	859
752	2608	855
753	2611	851
754	2614	848
755	2617	844
756	2621	841
757	2624	837
758	2627	834
759	2630	830
760	2634	827
761	2637	823
762	2640	820
763	2643	816
764	2647	813
765	2650	809
766	2653	806
767	2657	802
768	2660	799
769	2663	795
770	2666	792
771	2670	788
772	2673	785
773	2677	781
774	2680	778
775	2683	774
776	2686	771
777	2690	767
778	2693	764
779	2696	760
780	2699	757
781	2703	753
782	2706	750
783	2709	746
784	2712	743
785	2716	739
786	2720	736
787	2723	732
788	2726	729
789	2730	725
790	2733	722
791	2737	718
792	2740	715
793	2743	711
794	2747	708
795	2750	704
796	2753	701
797	2756	697
798	2759	694
799	2763	690
800	2766	687
801	2769	683
802	2772	680
803	2776	676
804	2779	673
805	2782	669
806	2785	666
807	2789	662
808	2792	659
809	2795	655
810	2798	652
811	2802	648
812	2805	645
813	2808	641
814	2812	638
815	2815	634
816	2818	631
817	2821	627
818	2825	624
819	2828	620
820	2831	617
821	2835	613
822	2838	610
823	2841	606
824	2844	603
825	2848	599
826	2851	596
827	2854	593
828	2858	589
829	2861	586
830	2864	582
831	2867	579
832	2870	575
833	2874	572
834	2877	568
835	2880	565
836	2884	561
837	2887	558
838	2890	554
839	2893	551
840	2897	547
841	2900	544
842	2903	540
843	2906	537
844	2910	533
845	2913	530
846	2917	526
847	2920	523
848	2923	520
849	2927	516
850	2930	513
851	2933	509
852	2936	506
853	2939	502
854	2943	499
855	2946	495
856	2949	492
857	2952	488
858	2956	485
859	2959	481
860	2962	478
861	2966	474
862	2969	471
863	2972	467
864	2975	464
865	2978	460
866	2982	457
867	2985	454
868	2988	450
869	2992	447
870	2995	443
871	2998	440
872	3001	436
873	3005	433
874	3008	429
875	3011	426
876	3015	422
877	3018	419
878	3021	415
879	3024	412
880	3027	408
881	3031	405
882	3034	402
883	3037	398
884	3040	395
885	3044	391
886	3047	388
887	3050	384
888	3053	381
889	3057	377
890	3060	374
891	3063	370
892	3067	367
893	3070	364
894	3073	360
895	3077	357
896	3080	353
897	3083	350
898	3087	346
899	3090	343
900	3093	339
901	3096	336
902	3100	333
903	3103	329
904	3107	326
905	3110	322
906	3114	319
907	3117	315
908	3121	312
909	3124	309
910	3128	305
911	3131	302
912	3135	298
913	3138	295
914	3141	291
915	3145	288
916	3148	285
917	3152	281
918	3155	278
919	3159	274
920	3162	271
921	3165	267
922	3169	264
923	3172	260
924	3175	257
925	3179	254
926	3182	250
927	3185	247
928	3188	243
929	3192	240
930	3195	236
931	3198	233
932	3202	229
933	3205	226
934	3208	223
935	3212	219
936	3215	216
937	3218	212
938	3222	209
939	3225	205
940	3229	202
941	3232	199
942	3235	195
943	3239	192
944	3242	188
945	3245	185
946	3248	181
947	3252	178
948	3255	174
949	3258	171
950	3262	168
951	3265	164
952	3268	161
953	3272	157
954	3275	154
955	3278	150
956	3282	147
957	3285	144
958	3288	140
959	3292	137
960	3296	133
961	3299	130
962	3302	126
963	3306	123
964	3309	120
965	3312	116
966	3316	113
967	3319	109
968	3322	106
969	3326	102
970	3329	99
971	3332	96
972	3335	92
973	3339	89
974	3342	85
975	3345	82
976	3349	78
977	3352	75
978	3355	71
979	3358	68
980	3362	65
981	3365	61
982	3368	58
983	3371	54
984	3375	51
985	3378	47
986	3381	44
987	3384	41
988	3387	37
989	3391	34
990	3394	30
991	3397	27
992	3400	23
993	3404	20
994	3407	17
995	3410	13
996	3414	10
997	3417	6
998	3420	3
999	3424	0
