кол-во потоков,10000000,20000000,30000000,40000000,50000000,60000000,70000000,80000000,90000000,100000000,
1,81588.407000,150522.457000,225425.228000,299699.430000,382218.428000,448670.444000,533842.242000,609181.534000,676719.238000,761014.464000,
2,55597.758000,111923.810000,172321.102000,217640.844000,271436.038000,324798.987000,409041.710000,494682.945000,511997.041000,569544.801000,
3,48921.678000,100916.298000,152770.373000,191531.761000,238123.059000,291903.324000,351420.243000,391709.717000,467434.978000,484755.525000,
4,58608.010000,87625.553000,131847.523000,194692.378000,228961.752000,277566.422000,337674.747000,458066.569000,513917.065000,478838.600000,
5,55593.137000,106121.370000,155275.452000,206995.562000,269794.308000,307867.706000,368164.923000,417588.558000,477791.686000,513194.003000,
6,51976.522000,97350.715000,148567.861000,197074.944000,244098.544000,296848.298000,351945.882000,402362.240000,461430.201000,514026.540000,
7,50243.535000,93335.703000,142662.611000,186667.105000,233503.705000,285667.636000,338112.907000,387221.842000,446565.936000,488247.554000,
8,47774.438000,101603.480000,136707.105000,186255.513000,226887.496000,277064.586000,334540.387000,366871.835000,411359.321000,461603.894000,
9,48158.164000,94518.919000,139035.706000,192964.004000,242158.203000,299127.193000,327442.866000,401854.103000,424725.304000,480699.847000,
10,49197.688000,97401.615000,139774.772000,187818.861000,236383.083000,285572.731000,342500.769000,417002.012000,450359.768000,517575.263000,
11,50043.319000,102091.142000,147167.635000,188734.138000,238017.988000,281507.205000,326624.597000,369353.253000,422736.571000,507431.453000,
12,48049.113000,92482.915000,139506.416000,180768.753000,237982.046000,282972.646000,330513.164000,397561.354000,438656.929000,472483.429000,
13,48946.811000,101591.895000,140718.800000,193699.644000,229136.483000,292629.310000,321753.727000,365459.350000,415306.352000,455108.929000,
14,47174.814000,93415.703000,138215.504000,185560.389000,230528.564000,295050.841000,339475.390000,368019.754000,421207.662000,468310.391000,
15,45722.740000,91454.672000,137356.688000,180316.204000,228629.805000,273208.847000,326723.749000,374140.346000,427536.633000,479236.009000,
16,47560.254000,115603.983000,139289.536000,192938.308000,251480.312000,280900.547000,338492.586000,378611.420000,424392.561000,478052.274000,
