кол-во потоков,10000000,20000000,30000000,4000000,50000000,60000000,70000000,80000000,90000000,100000000,
1,292580.270000,612427.529000,862341.640000,1147755.149000,1437729.035000,1730043.474000,2020571.279000,2298782.552000,2612870.334000,2874553.638000,
2,622202.175000,1344959.046000,1894946.200000,2505128.999000,3123186.834000,3756241.055000,4477843.643000,4967455.682000,5869017.597000,6316983.650000,
3,871819.596000,1646526.296000,2477457.724000,3457244.853000,4328838.002000,5156243.840000,6645786.364000,7614079.664000,8034014.860000,9954324.538000,
4,1531986.025000,3515937.204000,4986110.967000,7050797.737000,8460355.234000,10402890.300000,11364390.924000,12824520.747000,14241598.860000,16060799.207000,
5,1852181.321000,3758345.459000,5594174.227000,7543235.012000,9449770.771000,11722517.008000,12107511.737000,14452710.444000,17472972.187000,17071672.973000,
6,1847580.567000,3623941.495000,5633569.993000,7511359.821000,9383377.682000,11208999.116000,14258673.267000,14804924.161000,18796448.245000,18658559.456000,
7,1844598.654000,3716050.827000,5794895.555000,7472360.969000,9520723.464000,11355301.351000,13189332.116000,15328966.555000,17415346.911000,19002434.166000,
8,2019783.146000,4120696.813000,6109171.139000,8408996.974000,10554841.927000,12560186.510000,14743596.198000,16885540.027000,18664042.657000,20953719.302000,
9,2079557.128000,4249302.412000,6464113.870000,8718328.675000,10651827.757000,13005953.091000,15289833.617000,17335758.725000,19529507.686000,22021404.296000,
10,2156823.825000,4287175.240000,6425901.737000,8640575.950000,10828745.341000,12803586.950000,15275244.376000,17241655.304000,19568156.845000,21616032.064000,
11,2117323.142000,4322664.949000,6554438.932000,8698853.557000,10885356.324000,13151653.194000,15326501.512000,17385405.015000,19771669.219000,21997998.806000,
12,2169402.260000,4312614.482000,6564341.016000,8741244.920000,10764393.331000,13126526.543000,15171210.734000,17594712.800000,19425170.268000,22039058.697000,
