iter	Logloss
120	0.4134909805
121	0.4130933776
122	0.4127190637
123	0.4124108876
124	0.4120815464
125	0.411517834
126	0.4110151607
127	0.4106739695
128	0.4103344027
129	0.4098924862
130	0.4094768391
131	0.4088191609
132	0.4082729337
133	0.4080232778
134	0.4075842238
135	0.4070642673
136	0.4065738278
137	0.406206218
138	0.4057678144
139	0.4055335729
140	0.405289349
141	0.4049295337
142	0.4046195466
143	0.4041937567
144	0.4038178818
145	0.4034001265
146	0.4032025297
147	0.4029240936
148	0.4027355021
149	0.40254571
150	0.4021827761
151	0.4017792183
152	0.4015806907
153	0.4013063426
154	0.4010415063
155	0.4007842457
156	0.400516981
157	0.4002457653
158	0.3999428665
159	0.3995909076
160	0.3992586929
161	0.3990081846
162	0.3984950048
163	0.3980373858
164	0.3975153794
165	0.3970634828
166	0.3966198678
167	0.3965595767
168	0.3962507645
169	0.3959408101
170	0.3953970474
171	0.3951739282
172	0.394966107
173	0.3947654486
174	0.3944257151
175	0.3939271387
176	0.3937082796
177	0.3933393532
178	0.3931574869
179	0.3928544697
180	0.3921490393
181	0.3919973641
182	0.3917321153
183	0.3915079332
184	0.3912765302
185	0.3910738175
186	0.3907726108
187	0.3905385038
188	0.3903974297
189	0.3901295293
190	0.3897867148
191	0.3893286383
192	0.3891630042
193	0.388982696
194	0.3888099475
195	0.3886946061
196	0.3883833344
197	0.3881861093
198	0.3879470091
199	0.3877015652
200	0.387502165
201	0.3873230191
202	0.387038674
203	0.3868921399
204	0.3867480538
205	0.3863621634
206	0.3858675661
207	0.3857202265
208	0.3855823481
209	0.3853646404
210	0.3852040701
211	0.3849867004
212	0.3848581136
213	0.384701875
214	0.3844980566
215	0.3843727669
216	0.3839329737
217	0.3838080515
218	0.3835212137
219	0.3833389023
220	0.3829096169
221	0.3824470373
222	0.3823145793
223	0.3820257131
224	0.3817677341
225	0.3815137422
226	0.3813098518
227	0.3810918868
228	0.3809795848
229	0.3808604375
230	0.3806239198
231	0.3804178806
232	0.3802322173
233	0.380141796
234	0.3799386857
235	0.3795803542
236	0.3792985055
237	0.3790740435
238	0.3789436831
239	0.378711527
240	0.3785454076
241	0.3783667278
242	0.3781764949
243	0.377915874
244	0.3777787117
245	0.3775008314
246	0.3773543685
247	0.377053003
248	0.3768576354
249	0.376644512
250	0.3764001641
251	0.3762551514
252	0.3761156134
253	0.3759291333
254	0.3756667828
255	0.3755238808
256	0.3753102978
257	0.3751332687
258	0.3749607016
259	0.3748147003
260	0.3746667982
261	0.3744381288
262	0.3742901853
263	0.3741791381
264	0.3739813653
265	0.3737301853
266	0.3736425775
267	0.3735476863
268	0.3733510543
269	0.3731956888
270	0.3727599342
271	0.3726405277
272	0.3723563884
273	0.372193902
274	0.3720224114
275	0.3719038228
276	0.3717678125
277	0.3715901925
278	0.3714421552
279	0.3712829066
280	0.3711459211
281	0.3710368617
282	0.3709289032
283	0.370809672
284	0.3706985182
285	0.3705769767
286	0.3705193069
287	0.3703559625
288	0.3702512859
289	0.3701458533
290	0.3700542156
291	0.3698328386
292	0.3696819852
293	0.3695299911
294	0.3693693162
295	0.3691925626
296	0.3688674774
297	0.3687555067
298	0.3684648979
299	0.3683444568
300	0.3681808711
301	0.3680744279
302	0.3678856671
303	0.3676771678
304	0.3675335795
305	0.3673769633
306	0.3672621658
307	0.3671692775
308	0.3669236462
309	0.366752237
310	0.3665524021
311	0.3664630943
312	0.3663943057
313	0.3661670861
314	0.3660160776
315	0.3658811261
316	0.3657204034
317	0.3656011032
318	0.3653447749
319	0.365261196
320	0.3650584542
321	0.3649520846
322	0.3648182773
323	0.3647030763
324	0.3645513569
325	0.3645236145
326	0.3643844052
327	0.3642312709
328	0.3639460481
329	0.3638496681
330	0.3637239414
331	0.3633650664
332	0.3632751664
333	0.3631539823
334	0.363075636
335	0.3629229301
336	0.3628123573
337	0.3624901537
338	0.3623348423
339	0.3622064751
340	0.3620409476
341	0.3619199486
342	0.3618297484
343	0.3615944211
344	0.3613981321
345	0.3612636351
346	0.3611893748
347	0.3610491172
348	0.3609562607
349	0.3607744951
350	0.3607003748
351	0.3605429616
352	0.3603788732
353	0.360275208
354	0.3600789716
355	0.3598104029
356	0.3595740237
357	0.3594789155
358	0.3593840518
359	0.3592222682
360	0.3590403931
361	0.3589267495
362	0.3587562171
363	0.3586788533
364	0.3585115908
365	0.3583826278
366	0.35826746
367	0.3580042985
368	0.3577839734
369	0.3576916076
370	0.3575194166
371	0.3573952132
372	0.3572058502
373	0.3570058567
374	0.3569160207
375	0.356809525
376	0.3567187313
377	0.3566320693
378	0.3565146101
379	0.3564335904
380	0.3563225646
381	0.3561752594
382	0.3560753688
383	0.3559671502
384	0.3558582764
385	0.3557097948
386	0.3555911325
387	0.3554932966
388	0.3551834077
389	0.3549419415
390	0.354821217
391	0.3545939381
392	0.3544539493
393	0.3543679339
394	0.3542852909
395	0.3542124697
396	0.354059665
397	0.3539894975
398	0.3538737183
399	0.3536436937
400	0.3535225452
401	0.3534598857
402	0.353372006
403	0.3533054933
404	0.3531991079
405	0.3531449517
406	0.3530458749
407	0.3528923898
408	0.3526800095
409	0.3525526555
410	0.3524236074
411	0.3522855622
412	0.3520650943
413	0.3519806805
414	0.3516671412
415	0.3515342856
416	0.3514507576
417	0.3513175692
418	0.3511957584
419	0.3510982575
420	0.351011706
421	0.3508746754
422	0.3506973797
423	0.3505859748
424	0.35050582
425	0.3503201329
426	0.3500869996
427	0.3500210375
428	0.3498575556
429	0.3497631768
430	0.3495181633
431	0.3493834235
432	0.349305488
433	0.3491237456
434	0.3489177359
435	0.3488096394
436	0.3486760419
437	0.3485665578
438	0.3484416306
439	0.34825814
440	0.3481708695
441	0.3479534291
442	0.3478024049
443	0.3476746568
444	0.3474850257
445	0.34737483
446	0.3471169845
447	0.3470275975
448	0.3469063755
449	0.3467541399
450	0.3466476111
451	0.3465019376
452	0.346281577
453	0.3461962622
454	0.3461238572
455	0.3459853767
456	0.3458999782
457	0.3456997324
458	0.3455682123
459	0.3454698473
460	0.3452934086
461	0.345211674
462	0.3451260237
463	0.3450129467
464	0.3448355831
465	0.3447126603
466	0.3445219847
467	0.3444339601
468	0.3442648141
469	0.3441184925
470	0.3440264454
471	0.3438479987
472	0.34366397
473	0.3435011139
474	0.3433702836
475	0.3432362052
476	0.3431291705
477	0.3429498128
478	0.3428551519
479	0.3426850157
480	0.3425898024
481	0.342398388
482	0.3422244649
483	0.3421001515
484	0.3419639353
485	0.3418567777
486	0.3417174407
487	0.3415996585
488	0.3414412747
489	0.3412249905
490	0.341073814
491	0.3410033492
492	0.3408976567
493	0.3407663815
494	0.3406314863
495	0.3405306869
496	0.3404126716
497	0.3402587143
498	0.3401332162
499	0.339927242
500	0.3398010787
501	0.3396446306
502	0.3395003344
503	0.3393470632
504	0.3391643765
505	0.3389984656
506	0.3388342834
507	0.3386565016
508	0.3385104538
509	0.3384064528
510	0.3382385714
511	0.3379665699
512	0.3377027257
513	0.3375600749
514	0.3374139711
515	0.3372403042
516	0.3370456821
517	0.3368996479
518	0.3368133091
519	0.3366907443
520	0.336625562
521	0.336540948
522	0.3364718767
523	0.3363863657
524	0.3362686272
525	0.3361291755
526	0.3359533528
527	0.3358192915
528	0.3357157356
529	0.3356310958
530	0.3355098666
531	0.3354184176
532	0.3352957955
533	0.3351074276
534	0.3349670486
535	0.3348724663
536	0.3348083588
537	0.334693478
538	0.3345665586
539	0.3344291227
540	0.3343336502
541	0.3341279245
542	0.3339898262
543	0.3339098214
544	0.333813493
545	0.3336452172
546	0.3335135558
547	0.3334266076
548	0.33329718
549	0.333163125
550	0.3331017646
551	0.3329475892
552	0.3328072776
553	0.3326797089
554	0.3325354392
555	0.3324064504
556	0.3322250665
557	0.3321374468
558	0.3320516756
559	0.3319027961
560	0.331784736
561	0.3316512277
562	0.3315433857
563	0.3313003948
564	0.3311403385
565	0.3310533108
566	0.3309378777
567	0.3308797345
568	0.3307511457
569	0.3306282762
570	0.3304885666
571	0.3303677114
572	0.3302365857
573	0.3301596433
574	0.3300537657
575	0.3299191595
576	0.3298471907
577	0.3297243046
578	0.3296590656
579	0.3295450326
580	0.3294194761
581	0.329285258
582	0.3291373048
583	0.3290099546
584	0.3288653084
585	0.3287377347
586	0.3285963028
587	0.3284129734
588	0.3282932928
589	0.3281147781
590	0.3280004912
591	0.3279173394
592	0.3278590009
593	0.3276850604
594	0.3275034955
595	0.3273753351
596	0.3272484627
597	0.3271326217
598	0.3270196827
599	0.3269649825
600	0.3268267402
601	0.3267576568
602	0.3266524016
603	0.3265695862
604	0.3264059127
605	0.3263039933
606	0.3262025486
607	0.3260769457
608	0.3259509003
609	0.3258592596
610	0.3258010322
611	0.3256820648
612	0.3255268795
613	0.3254195656
614	0.3252718026
615	0.3252252252
616	0.3251208197
617	0.3250083762
618	0.3248733072
619	0.3247203005
620	0.3246237572
621	0.3245152731
622	0.3244423626
623	0.3243278551
624	0.3242346805
625	0.3240967907
626	0.3240206603
627	0.3238972656
628	0.3237145367
629	0.3235875301
630	0.3234370633
631	0.3233232071
632	0.3232484005
633	0.3231909056
634	0.3231016954
635	0.3230026016
636	0.3228758405
637	0.3227717965
638	0.3226180267
639	0.3224863427
640	0.3223689946
641	0.3222747998
642	0.3221943384
643	0.3221114836
644	0.3219816441
645	0.3218873983
646	0.3217617989
647	0.3216704959
648	0.3215977495
649	0.3215087739
650	0.3214548451
651	0.3213502791
652	0.3212558193
653	0.3211199311
654	0.3209939126
655	0.3208920729
656	0.3207878647
657	0.3206276083
658	0.3205293629
659	0.3204402691
660	0.3203042193
661	0.3202226453
662	0.320144117
663	0.3200507976
664	0.3199801788
665	0.3198226606
666	0.3197605566
667	0.3196065568
668	0.3195376697
669	0.3194373194
670	0.3193770583
671	0.3192767787
672	0.3191260673
673	0.3190149496
674	0.3188924202
675	0.3187736114
676	0.3186888588
677	0.3185634112
678	0.3184789769
679	0.3183450794
680	0.3182141673
681	0.3181174285
682	0.31800038
683	0.317905509
684	0.3176535816
685	0.3175067814
686	0.3174480375
687	0.3173230996
688	0.3172341688
689	0.3171348711
690	0.3170524263
691	0.3169599179
692	0.3168731624
693	0.3167239157
694	0.3166417608
695	0.31654842
696	0.3164708744
697	0.3164156201
698	0.3163555438
699	0.3162235535
700	0.3161232717
701	0.3160390959
702	0.3159185071
703	0.3156697122
704	0.3154549173
705	0.3153903809
706	0.3153157381
707	0.3152222032
708	0.3151473348
709	0.3150868069
710	0.3150138567
711	0.3149449036
712	0.3148701408
713	0.3147524078
714	0.3145939907
715	0.3145135531
716	0.3144449241
717	0.3142925225
718	0.3141336461
719	0.3139119108
720	0.3138611247
721	0.3137711291
722	0.3136209719
723	0.3135063796
724	0.3133625935
725	0.3132398876
726	0.3131530841
727	0.3129696767
728	0.3128987734
729	0.3128367483
730	0.3127736187
731	0.3126913447
732	0.312576029
733	0.312512201
734	0.3124826544
735	0.3123735375
736	0.3122884281
737	0.3121695824
738	0.3120850772
739	0.3119947198
740	0.3119128627
741	0.3117896445
742	0.3117404642
743	0.3116253893
744	0.311553808
745	0.3114345524
746	0.3113128011
747	0.3112346069
748	0.3111595362
749	0.3110551077
750	0.3109197194
751	0.3108394072
752	0.3107019246
753	0.310612375
754	0.3105197416
755	0.3104433514
756	0.3103844875
757	0.310329591
758	0.3100832486
759	0.3100202673
760	0.3099653442
761	0.3098718803
762	0.3097410347
763	0.3096751291
764	0.309631304
765	0.3095318425
766	0.3094163962
767	0.3093270351
768	0.3092289178
769	0.3091142191
770	0.3090175309
771	0.3089288479
772	0.3088498535
773	0.3087631082
774	0.3085357192
775	0.3084850576
776	0.3084075555
777	0.3082721904
778	0.3082159939
779	0.3081206916
780	0.3080602457
781	0.3079643227
782	0.3078720968
783	0.307807252
784	0.3076578471
785	0.3075740492
786	0.307514085
787	0.307411364
788	0.3073628828
789	0.3072432327
790	0.3071234092
791	0.3070338671
792	0.3069484455
793	0.3068384196
794	0.3067574117
795	0.3066495064
796	0.3065927505
797	0.3064796982
798	0.3063755566
799	0.3062729409
800	0.3060846736
801	0.3059764795
802	0.305782773
803	0.3056859444
804	0.3056102668
805	0.3055461719
806	0.3053314408
807	0.305237453
808	0.3050731523
809	0.3049928644
810	0.3048967286
811	0.3047912874
812	0.3047132576
813	0.3046439856
814	0.3045650548
815	0.3045069954
816	0.3044594136
817	0.3043773755
818	0.3043201242
819	0.3041915713
820	0.3041169979
821	0.3040352128
822	0.3039175882
823	0.3037820226
824	0.303728009
825	0.3036419033
826	0.3035826545
827	0.3034389505
828	0.3033738982
829	0.3032512806
830	0.3031460904
831	0.3030850452
832	0.3029598136
833	0.3028412468
834	0.3027538577
835	0.3026634769
836	0.3025693642
837	0.3024854771
838	0.302383544
839	0.302315546
840	0.3021962821
841	0.3021111834
842	0.3020022783
843	0.3018024201
844	0.301725661
845	0.3016101292
846	0.3015240843
847	0.301454802
848	0.3014048762
849	0.3013469746
850	0.30129109
851	0.3011959172
852	0.3010376765
853	0.3009103442
854	0.300819459
855	0.3007118629
856	0.3005998481
857	0.3004333024
858	0.3002632358
859	0.3001850428
860	0.300136328
861	0.3000435781
862	0.2999269621
863	0.2998399839
864	0.2998171631
865	0.2996564707
866	0.2995220254
867	0.2994247272
868	0.2993417162
869	0.2992306614
870	0.2991391818
871	0.2990489996
872	0.2989427252
873	0.2988150316
874	0.2987657961
875	0.2986785547
876	0.2986099255
877	0.2984206245
878	0.2983093171
879	0.2982206265
880	0.2981104691
881	0.2980666011
882	0.2979813865
883	0.2978704283
884	0.2978164936
885	0.2977786925
886	0.2976928028
887	0.2975678454
888	0.2974674549
889	0.297336156
890	0.2972548117
891	0.2971631226
892	0.2970632672
893	0.2970135291
894	0.2969553001
895	0.2968384962
896	0.2967289514
897	0.2965870072
898	0.2964899491
899	0.2963789175
900	0.2962681083
901	0.2961876851
902	0.2961270706
903	0.2960507309
904	0.2959975331
905	0.2959415718
906	0.2957658938
907	0.2956341657
908	0.2955557017
909	0.2954175961
910	0.2952688615
911	0.2951498492
912	0.2950874708
913	0.2949766344
914	0.2948910918
915	0.2947960736
916	0.2946651937
917	0.2945334605
918	0.2944826865
919	0.2944106674
920	0.2943580945
921	0.2942567813
922	0.2941630749
923	0.2940778764
924	0.2940327097
925	0.293914975
926	0.2938142373
927	0.2937328081
928	0.2936362872
929	0.2935390623
930	0.2934887522
931	0.2933035113
932	0.2931941427
933	0.2930034029
934	0.2929596328
935	0.292858326
936	0.2927443065
937	0.2926317858
938	0.292491384
939	0.2923683032
940	0.2922529522
941	0.2921515945
942	0.292028675
943	0.2919566632
944	0.2918054364
945	0.2917646544
946	0.2917096708
947	0.2916280504
948	0.2915730377
949	0.2915024272
950	0.2913796974
951	0.2913031886
952	0.2912014688
953	0.2911120019
954	0.2909755695
955	0.2909035998
956	0.2908640961
957	0.2907682189
958	0.2906594813
959	0.2905549685
960	0.2904280092
961	0.2903445142
962	0.2902146638
963	0.2901409328
964	0.2900543184
965	0.2899899675
966	0.2898814403
967	0.2898144051
968	0.2897445076
969	0.2895810999
970	0.2895156526
971	0.2894457073
972	0.2893589177
973	0.2892187646
974	0.2891448137
975	0.2890124177
976	0.2888577169
977	0.2887461741
978	0.2886620917
979	0.2885927554
980	0.2885028829
981	0.2883903776
982	0.2883013119
983	0.2881869256
984	0.2881479384
985	0.2881055912
986	0.2879993816
987	0.2879280177
988	0.2878264616
989	0.2877614528
990	0.2877121854
991	0.2876522895
992	0.2876097162
993	0.2875298285
994	0.2874019442
995	0.2873235768
996	0.2872130998
997	0.2871675217
998	0.2870994624
999	0.2870319384
